1, 2022/03/28 04:51:56,951.73,952.2,24.1,66.9,22.8,60.1,11.657,30,35,19,32,31,36,25,41,28,41,35,23,38,46,31,41,64,64,64,65,64,66,65,65,65,66,66,66,65,66,66,67,44544,34.47068,148.69359,533.4,1,4,2.5,0.35,247.7,A,280322
2, 2022/03/28 04:53:00,951.74,952.1,24.3,66.4,23,59.7,11.596,25,46,23,31,29,34,35,26,31,26,35,32,53,50,48,46,63,63,63,63,63,62,63,63,63,63,63,63,62,63,63,63,44648,34.47068,148.69351,522.3,1,5,1.5,0,247.7,A,280322
3, 2022/03/28 04:54:00,951.73,952.1,24.5,66.4,23,59.2,11.445,32,25,28,32,27,35,29,39,25,31,23,40,35,36,33,53,60,60,60,60,60,59,60,60,60,60,60,60,59,60,60,60,44748,34.47068,148.69351,522.2,1,4,2.4,0,247.7,A,280322
4, 2022/03/28 04:55:00,951.75,952,24.6,66.3,23.1,59.2,11.345,34,34,34,37,24,34,26,19,21,33,27,23,35,47,45,49,60,60,60,60,60,59,60,60,60,60,60,60,59,60,60,60,44848,34.47067,148.69348,522,1,5,1.9,0,247.7,A,280322
5, 2022/03/28 04:56:00,951.74,952.1,24.8,66.3,22.9,59.1,11.507,28,28,39,29,24,20,21,27,27,31,32,30,32,47,46,42,60,60,60,60,60,59,60,60,60,60,60,60,59,60,60,60,44948,34.47067,148.69348,522.6,1,6,1,0,247.7,A,280322
6, 2022/03/28 04:57:00,951.76,952,24.9,66.2,22.6,59.6,11.482,21,28,31,36,29,29,25,29,34,32,20,21,44,54,54,55,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,45048,34.47067,148.69348,522.7,1,6,1,0,247.7,A,280322
7, 2022/03/28 04:58:00,951.74,952,25.1,66.1,22.4,59.8,11.484,47,35,33,43,24,33,27,31,33,32,29,34,33,33,41,34,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,45148,34.47067,148.69351,523,1,6,1,0,247.7,A,280322
8, 2022/03/28 04:59:00,951.79,952,25.3,66.1,22.3,60.4,11.511,32,33,28,21,19,40,25,30,29,28,27,37,40,46,41,48,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,45248,34.47067,148.69351,523.2,1,6,1,0,247.7,A,280322
9, 2022/03/28 05:00:00,951.79,952,25.4,66,22.3,60.7,11.422,28,30,30,30,16,22,27,17,27,34,23,36,38,40,45,47,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,45345,34.47067,148.69351,524.1,1,6,1,0.22,247.7,A,280322
10, 2022/03/28 05:01:00,951.72,952,25.5,65.8,22.3,60.8,11.43,37,39,25,26,30,31,30,27,31,24,33,37,52,59,43,44,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,45445,34.47067,148.69351,525.5,1,6,1,0,247.7,A,280322
11, 2022/03/28 05:02:00,951.81,952,25.7,65.8,22.2,61.2,11.461,30,30,29,36,18,25,31,25,33,36,25,33,43,39,41,34,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,45545,34.47067,148.69354,526.9,1,6,1,0,247.7,A,280322
12, 2022/03/28 05:03:00,951.76,952,25.8,65.6,22.1,61.3,11.508,31,27,28,34,25,26,34,24,29,30,36,35,37,52,40,37,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,45645,34.47067,148.69354,527.7,1,6,1,0,247.7,A,280322
13, 2022/03/28 05:04:00,951.78,952,25.9,65.5,22,61.9,11.488,30,30,37,32,30,33,16,24,40,26,35,38,53,41,36,52,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,45745,34.47067,148.69354,528.3,1,6,1,0,247.7,A,280322
14, 2022/03/28 05:05:00,951.77,951.9,26.1,65.4,22,62.7,11.432,25,18,34,34,18,49,28,33,26,35,36,35,44,48,38,45,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,45845,34.47092,148.6929,532.4,1,6,1,17.02,185.18,A,280322
15, 2022/03/28 05:06:00,951.38,951.7,26.2,65.2,22.1,61.8,11.456,29,32,31,32,24,37,23,35,29,23,32,36,42,47,41,34,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,45945,34.47315,148.6927,535.1,1,6,1,9.85,292.44,A,280322
16, 2022/03/28 05:07:00,951.47,951.7,26.3,65,21.8,62.9,11.379,35,28,26,31,25,19,34,21,14,39,21,31,55,62,47,45,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50045,34.47313,148.69263,534.2,1,7,1,0,288.43,A,280322
17, 2022/03/28 05:08:00,951.46,951.7,26.5,64.8,21.7,63.7,11.469,30,32,34,31,34,31,25,30,32,19,34,31,46,43,37,43,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50145,34.47313,148.69263,534.1,1,7,1,0,288.43,A,280322
18, 2022/03/28 05:09:00,951.5,951.7,26.7,64.6,21.6,63.4,11.439,34,29,29,35,36,33,38,31,33,39,27,32,34,38,43,49,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50245,34.47313,148.69263,534,1,8,1,0,288.43,A,280322
19, 2022/03/28 05:10:00,951.51,951.7,26.8,64.5,21.5,64.1,11.398,28,34,24,28,27,25,29,27,36,33,40,28,42,52,44,31,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50345,34.47313,148.69263,533.4,1,7,1,0,288.43,A,280322
20, 2022/03/28 05:11:00,951.51,951.7,26.9,64.4,21.4,64.6,11.362,32,25,37,31,22,33,34,31,30,22,28,34,36,52,53,36,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50445,34.47312,148.69263,533.6,1,7,1.1,0,288.43,A,280322
21, 2022/03/28 05:12:00,951.48,951.7,27.1,64.2,21.4,64.7,11.435,27,24,32,35,20,30,26,18,35,26,22,36,42,53,38,48,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50545,34.47312,148.69263,533.8,1,7,1.3,0,288.43,A,280322
22, 2022/03/28 05:13:00,951.51,951.7,27.2,64.1,21.3,64.8,11.43,25,30,36,34,27,23,32,31,36,23,48,21,49,53,54,47,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50645,34.47312,148.69263,533.8,1,8,1,0,288.43,A,280322
23, 2022/03/28 05:14:00,951.51,951.7,27.4,63.9,21.3,65.3,11.383,32,29,25,28,35,23,21,27,31,30,32,31,42,39,30,45,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50745,34.47312,148.69263,533.8,1,8,1,0,288.43,A,280322
24, 2022/03/28 05:15:00,951.5,951.7,27.5,63.8,21.4,65.1,11.357,36,31,26,32,31,23,36,32,30,32,39,26,49,50,50,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50845,34.47313,148.69263,533.8,1,8,1,0,288.43,A,280322
25, 2022/03/28 05:16:00,951.49,951.7,27.7,63.6,21.4,65.4,11.414,25,29,31,36,27,42,32,22,29,28,37,33,38,45,25,41,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50945,34.47313,148.69263,533.8,1,8,1,0,288.43,A,280322
26, 2022/03/28 05:17:00,951.48,951.7,27.8,63.5,21.3,66.4,11.425,32,28,31,33,29,30,22,24,40,26,29,30,44,42,44,46,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,51045,34.47313,148.69263,533.8,1,8,1,0,288.43,A,280322
27, 2022/03/28 05:18:00,951.47,951.7,27.9,63.4,21.2,66.5,11.417,37,35,41,31,23,23,23,28,36,38,38,41,34,47,59,49,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,51145,34.47313,148.69263,533.9,1,8,1,0,288.43,A,280322
28, 2022/03/28 05:19:00,951.45,951.7,28,63.2,21.1,67.5,11.423,34,32,36,25,34,28,28,29,28,36,28,31,37,45,41,32,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,51245,34.47313,148.69263,538.1,1,7,1.1,0.11,288.43,A,280322
29, 2022/03/28 05:20:00,951.49,951.7,28.2,63.1,21,67.9,11.399,31,30,35,24,28,31,22,20,24,31,41,26,54,48,50,38,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,51345,34.47316,148.69263,541.3,1,7,1.1,0,288.43,A,280322
30, 2022/03/28 05:21:00,951.5,951.7,28.3,62.9,21.1,68.6,11.367,37,35,25,28,29,22,22,25,32,35,29,35,46,44,35,47,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,51445,34.47316,148.69263,541.4,1,8,1,0,288.43,A,280322
31, 2022/03/28 05:22:00,951.53,951.8,28.4,62.7,20.9,68,11.407,25,32,33,31,27,29,26,21,24,21,22,30,53,49,41,51,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,51545,34.47316,148.69263,541.4,1,8,1,0,288.43,A,280322
32, 2022/03/28 05:23:00,951.53,951.8,28.6,62.5,20.9,68.8,11.437,30,31,25,32,30,41,24,25,21,31,31,39,40,57,50,46,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,51645,34.47316,148.69263,541.4,1,8,1,0,288.43,A,280322
33, 2022/03/28 05:24:00,951.56,951.8,28.7,62.4,20.8,70,11.442,29,34,34,33,20,26,36,23,30,30,29,30,54,45,53,45,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,51745,34.47316,148.69263,541.5,1,7,1.1,0,288.43,A,280322
34, 2022/03/28 05:25:00,951.55,951.8,28.8,62.3,20.8,71.1,11.413,32,25,24,29,30,24,26,34,30,43,34,32,49,42,48,44,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,51845,34.47316,148.69263,541.4,1,8,1,0,288.43,A,280322
35, 2022/03/28 05:26:00,951.55,951.8,28.9,62.2,20.7,72.6,11.366,31,28,32,22,25,30,25,20,33,41,29,28,57,36,41,38,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,51945,34.47316,148.69263,541.4,1,7,1.1,0,288.43,A,280322
36, 2022/03/28 05:27:00,951.56,951.8,29,62,20.5,72.6,11.42,29,35,27,29,28,26,24,35,26,26,38,31,47,47,40,48,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,52045,34.47316,148.69263,541.1,1,8,1,0,288.43,A,280322
37, 2022/03/28 05:28:00,951.57,951.8,29.1,61.9,20.4,73.5,11.44,31,46,35,25,38,15,30,31,36,27,29,21,45,50,39,41,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,52145,34.47316,148.69263,536.6,1,6,1.1,0.7,288.43,A,280322
